Data;ISPB;Nome;NaturezaUsuario;TipoChave;qtdChaves
31/05/2023;5241145;COOP CRESOL GETULIO VARGAS;PF;Aleatoria;216
31/05/2023;24048910;CC CREDINTER;PF;Celular;3348
31/08/2023;83315408;COOP SICREDI NORTE;PJ;Aleatoria;785
31/08/2023;67096909;CC CREDICOCAPEC;PJ;Aleatoria;351
31/08/2023;92796564;COOP SICREDI UNIAO METROPOLITANA;PF;Aleatoria;17683
31/08/2023;40473435;REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP SA;PF;e-mail;27
31/01/2023;3528402;CC INV DO ACRE - SICOOB ACRE;PF;Celular;3
31/01/2023;24654881;COOP SICREDI UNIAO MS/TO;PF;Aleatoria;16273
31/03/2023;1042487;CC SICOOB UNIDAS;PF;Celular;1353
30/04/2023;44683140;MAGNUM SCD;PF;e-mail;7
31/07/2023;1042487;CC SICOOB UNIDAS;PF;e-mail;983
30/04/2023;91586982;COOP SICREDI PIONEIRA RS;PF;Celular;39787
31/07/2023;3575699;MEDCRED CC;PJ;Aleatoria;49
28/02/2023;71506513;CC SICOOB ITAPAGIPE;PF;CPF;582
31/05/2023;71418784;CC MED, TEC E DEMAIS PROF SAUDE DO SUL DE MINAS;PF;Celular;1208
30/04/2023;16721078;CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSAO;PF;CPF;597
31/03/2023;10175348;CCMLA REGIA£O ADMINISTRATIVA DE SOROCABA;PF;Aleatoria;659
30/06/2023;73647935;COOP UNIQUE BR LTDA;PJ;CNPJ;1447
30/06/2023;11907520;CCLA DA PARAAçBA - SICOOB PARAAçBA;PF;Celular;702
31/05/2023;3042597;COOP SICREDI CAMPO GRANDE;PF;Celular;14679
31/05/2023;5863726;COOP CRESOL PLANALTO SERRA;PJ;Aleatoria;277
31/07/2023;2318507;BCO KEB HANA DO BRASIL SA;PJ;Aleatoria;2
31/07/2023;28220872;VALEPAY;PJ;e-mail;2
31/03/2023;61024352;BANCO VOITER;PJ;Aleatoria;10
31/05/2023;78858107;CCLAA AURIVERDE-SICOOB CREDIAL;PF;e-mail;1479
31/08/2023;5277312;COOP CRESOL HORIZONTE;PF;Celular;3019
28/02/2023;4876393;CCLA TRAäS FRONTEIRAS;PF;Celular;5807
31/05/2023;36586946;BONUSPAGO SCD SA;PJ;Celular;1
31/07/2023;65239402;CC UNIAO DO CENTRO OESTE DE MINAS;PF;Celular;2149
31/08/2023;4484490;COOP SICREDI ALTA NOROESTE SP;PJ;CNPJ;2765
31/05/2023;6324872;CC CREDINOSSO;PF;Celular;616
31/08/2023;34747388;ISSUER IP LTDA;PF;e-mail;24
30/04/2023;2924977;COOP SICREDI MEDICRED;PJ;Celular;21
31/01/2023;3575699;MEDCRED CC;PF;e-mail;162
31/05/2023;95594941;COOP SICREDI REG CENTRO RS/MG;PF;Aleatoria;14902
31/03/2023;7512780;COOP CRESOL VALE EUROPEU;PF;CPF;6188
30/04/2023;36586946;BONUSPAGO SCD SA;PJ;CNPJ;10
30/06/2023;2144899;CCLA DA REGIAO CENTRAL DE RONDAîNIA;PJ;Celular;343
31/07/2023;32402502;QI SCD SA;PJ;Celular;46
28/02/2023;698609;CC NORTE E NOROESTE DE MINAS GERAIS;PF;Celular;3243
30/04/2023;41931445;CC CREDIFOR LTDA;PF;CPF;4396
31/01/2023;65239402;CC UNIAO DO CENTRO OESTE DE MINAS;PJ;Aleatoria;155
31/05/2023;26014175;CC GUARANICREDI;PJ;Aleatoria;205
31/05/2023;416968;BANCO INTER;PF;e-mail;3305119
31/07/2023;1062439;CECM DOS FUNCIONARIOS DA COMIGO;PJ;Celular;1
31/01/2023;22760839;CC NOSSOCREDITO;PJ;CNPJ;1910
31/01/2023;9089356;EFAç SA - IP;PJ;CNPJ;8958
28/02/2023;71328769;SICOOB COCRED CC;PF;Aleatoria;4369
30/04/2023;45246410;BANCO GENIAL;PF;Celular;20428
30/04/2023;10262276;CCLA DO ESTADO DE SAO PAULO - SICOOB PAULISTA;PF;Aleatoria;6593
31/07/2023;2057584;CC SICOOB SERTAO;PF;Celular;6091
28/02/2023;9033698;CCLA DE RIO VERDE E REGIAO;PF;e-mail;328
28/02/2023;71336432;SICOOB CREDIMED - CCLA DE UBERABA LTDA;PF;Aleatoria;434
30/06/2023;32024691;DOTZPAY IP;PF;CPF;40704
31/03/2023;9330158;COOP CRESOL TREZE DE MAIO;PJ;e-mail;40
31/01/2023;88038260;COOP SICREDI PLANALTO RS/MG;PF;Celular;10484
31/05/2023;4321309;CC SICOOB CRED EXECUTIVO;PJ;CNPJ;578
31/07/2023;2766672;COOP CRESOL PLANALTO SUL;PF;CPF;2738
31/01/2023;42934794;CC CREDIPIMENTA;PF;Celular;285
31/05/2023;22749014;CC REGIAO CENTRAL MG;PJ;Celular;402
31/08/2023;20018183;STARK BANK SA;PJ;CNPJ;2
28/02/2023;3566655;COOP SICREDI CELEIRO OESTE;PJ;e-mail;1000
31/05/2023;32467086;SICOOB SUL;PF;e-mail;6926
30/04/2023;67096909;CC CREDICOCAPEC;PF;Celular;1464
30/04/2023;21018182;EBANX IP LTDA;PF;CPF;822
31/07/2023;41931221;SICOOB CREDICOOP;PF;e-mail;465
31/08/2023;34878543;CLARO PAY;PF;CPF;11016
30/06/2023;68900810;BCO RENDIMENTO SA;PJ;CNPJ;1023
31/01/2023;4853988;COOP SICREDI BANDEIRANTES;PJ;Aleatoria;418
31/07/2023;87900601;COOP SICREDI BOTUCARAAç RS/MG;PF;e-mail;2817
28/02/2023;42880617;CC SICOOB CREDITIROS;PJ;CNPJ;242
31/08/2023;2493000;SICOOB LESTE;PJ;CNPJ;1205
31/08/2023;31531997;CONPAY;PJ;e-mail;2
28/02/2023;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;PF;e-mail;1812
28/02/2023;915950;CECM SICOOB COOPERCREDI - SP;PJ;Celular;1
31/01/2023;58616418;BCO FIBRA SA;PF;Aleatoria;4
31/03/2023;8805562;CCR INT SOL TIRADENTES DO SUL;PF;e-mail;1
31/08/2023;2466552;CC SICOOB VALE SUL;PJ;e-mail;1423
30/04/2023;78825023;CCLAA OESTE CATARINENSE;PF;CPF;6693
31/08/2023;10736214;COOP SICREDI PLAN CENTRAL;PF;CPF;17771
30/04/2023;19875244;CCLA SICOOB COPESITA;PJ;Aleatoria;101
30/04/2023;82065285;COOP PARQ ARAUCARIAS PR/SC/SP;PJ;e-mail;1191
30/06/2023;73254757;COOP CRESOL QUILOMBO;PF;e-mail;250
31/08/2023;7412987;COOP CRESOL ALIANCA;PJ;CNPJ;339
31/01/2023;24431221;COOP CRESOL TRANSAMAZAîNICA;PJ;Aleatoria;491
31/08/2023;10573521;MERCADO PAGO IP LTDA;PF;e-mail;5479037
28/02/2023;84974278;COOP SICREDI IGUACU PR/SC/SP;PJ;Celular;1044
31/08/2023;73113243;COOP SICREDI MORADA DO SOL SP;PJ;Aleatoria;1441
31/03/2023;20520298;ADIQ;PF;Aleatoria;5
31/07/2023;2031139;CCLA MONTES CLAROS;PF;CPF;338
30/04/2023;39587424;UY3 SCD S/A;PJ;Aleatoria;1
31/01/2023;9463721;COOP CRESOL JACINTO MACHADO;PJ;e-mail;48
31/01/2023;4985665;CREDISIS OESTE - CCI DO OESTE;PJ;e-mail;44
30/06/2023;10808037;CC EMPRESARIOS DE MANAUS;PF;Aleatoria;74
31/05/2023;1187961;CC DISTRITO FEDERAL E ENTORNO;PF;Aleatoria;2425
31/05/2023;9488496;COOP CRESOL SAO JOAO DO SUL;PJ;Aleatoria;43
28/02/2023;2137018;CCLA DE RORAIMA LTDA;PJ;Aleatoria;127
31/08/2023;44469161;COOPECREDI GUARIBA - CC;PJ;CNPJ;1113
30/04/2023;4663561;COOP INVEST INT SOL VALE DAS AÅGUAS PR/MG;PF;CPF;1978
31/08/2023;78862083;COOP NOVOS CAMPOS;PF;e-mail;1089
31/01/2023;1155801;COOP CRESOL CENTRO SERRA;PJ;e-mail;131
28/02/2023;2282709;COOP CENTRO NORTE BRASILEIRO;PF;e-mail;3153
31/05/2023;3033469;CC DO PLANALTO SUL;PF;Celular;1034
31/08/2023;65229254;CC COOPACREDI;PJ;e-mail;583
31/08/2023;7789195;CCLA TRANSPORT RODOV VEICULOS;PF;Celular;602
31/05/2023;1039011;CC UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;PJ;e-mail;729
28/02/2023;2232383;CCLA CIRCUITO CAMPOS VERTENTES;PF;Aleatoria;3718
31/08/2023;6139650;COOP CRESOL RIO GRANDE DO SUL;PF;CPF;2454
31/03/2023;9437293;BRINKS PAY IP LTDA;PJ;Aleatoria;193
30/06/2023;1286361;UNIPRIME PIONEIRA CC;PF;Celular;2179
28/02/2023;7026923;CCLA SICOOB ARENITO;PJ;e-mail;785
31/08/2023;81706616;COOP SICREDI VLR SUSTENT PR/SP;PF;Aleatoria;6298
31/01/2023;3427097;CCLA DO SUL CATARINENSE;PF;CPF;5030
31/07/2023;1739375;CCLA LAGOA DA PRATA;PJ;Celular;575
31/01/2023;33923798;BANCO MASTER;PF;e-mail;474
31/01/2023;1526924;UNICRED HORIZONTES;PF;Celular;519
30/06/2023;4174720;CC SICOOB COOPEMAR;PF;e-mail;649
30/04/2023;9579249;CECM EMP AMERICANA, LIMEIRA E;PF;Aleatoria;183
31/03/2023;5463934;CC CREDLIDER;PF;CPF;723
31/05/2023;42880617;CC SICOOB CREDITIROS;PJ;Celular;104
31/01/2023;1152097;CC CREDIMATA;PJ;Aleatoria;487
31/05/2023;26555235;COOP SICREDI CELEIRO DO MT;PJ;Celular;1594
31/03/2023;17351180;BCO TRIANGULO SA;PJ;CNPJ;2872
30/04/2023;25387713;CCLA DA REGIAO DE  PARAÅ DE MINAS;PF;Celular;2548
30/06/2023;4853988;COOP SICREDI BANDEIRANTES;PF;e-mail;282
31/05/2023;5861932;CCM DOS ADVOGADOS DE SC;PF;Aleatoria;1616
30/06/2023;1736516;CCLA REG CTR E OESTE MINEIRO;PF;e-mail;2743
31/03/2023;4247370;CC DE EMPRESARIOS;PJ;e-mail;605
31/05/2023;95213211;COOP SICREDI CAMINHO DAS AÅGUAS RS;PJ;CNPJ;9090
30/04/2023;73443863;COOP UNICRED VALE LTDA;PF;CPF;2674
31/01/2023;79052122;COOP SICREDI ALIANCA;PF;CPF;25494
31/03/2023;1608685;COOP DO ESTADO DO ACRE LTDA;PF;Aleatoria;683
31/03/2023;5247312;COOP SICOOB BURITIS;PF;Celular;2688
31/07/2023;2587492;CCLA URUBICI;PJ;Aleatoria;250
31/01/2023;33924028;SICOOB COOPVALE;PJ;e-mail;143
30/04/2023;62073200;BOFA MERRILL LYNCH BM SA;PJ;CNPJ;12
28/02/2023;89468565;COOP SICREDI REG PROD RS/SC/MG;PJ;Celular;1205
31/08/2023;71243034;COOPERATIVA DE CREDITO CREDIJEQUITINHONHA LTDA;PF;Celular;3178
30/06/2023;44373041;CCR CREDICANA;PF;Celular;51
30/06/2023;10262276;CCLA DO ESTADO DE SAO PAULO - SICOOB PAULISTA;PJ;e-mail;1005
31/01/2023;9579249;CECM EMP AMERICANA, LIMEIRA E;PJ;CNPJ;647
30/04/2023;815319;SICOOB SUL-SERRANO;PF;Celular;13895
30/04/2023;8647473;COOP CRESOL CORONEL FREITAS;PF;Celular;294
31/03/2023;58616418;BCO FIBRA SA;PJ;e-mail;112
28/02/2023;73254757;COOP CRESOL QUILOMBO;PF;Celular;520
31/03/2023;2934201;COOP CRESOL LIDERANCA;PF;Celular;1468
31/08/2023;79086997;COOP SICREDI PARANAPANEMA PR/SP/RJ;PJ;Aleatoria;1987
30/06/2023;71378426;CCLA ARAXAÅ LTDA - SICOOB COOCREZ;PJ;e-mail;1
31/05/2023;8055016;COOP CRESOL INTERACAO;PJ;e-mail;88
31/08/2023;33021064;COOP SICREDI ARAXINGAö;PJ;Celular;1706
31/08/2023;88038260;COOP SICREDI PLANALTO RS/MG;PJ;CNPJ;5375
30/04/2023;78858107;CCLAA AURIVERDE-SICOOB CREDIAL;PF;CPF;8948
31/01/2023;32995755;COOP SICREDI SUDOESTE MT/PA;PJ;e-mail;2541
28/02/2023;6910457;CCLA SANTA CRUZ PALMEIRAS;PF;CPF;1625
31/08/2023;32995755;COOP SICREDI SUDOESTE MT/PA;PJ;e-mail;3102
31/01/2023;5439425;CREDISIS CAPITALCREDI - CCLA DO ACRE LTDA;PJ;Celular;121
31/03/2023;5392810;CC REGIAO MERIDIONAL BRASIL;PF;CPF;13754
31/01/2023;31880826;BCO GUANABARA SA;PF;e-mail;4
31/08/2023;11275560;RECARGAPAY IP LTDA;PF;Celular;90948
31/03/2023;9089356;EFAç SA - IP;PF;CPF;2741
31/08/2023;2448310;COOP CRESOL PROGRESSO;PJ;Aleatoria;378
28/02/2023;7494300;CREDISIS/CREDISUL COOPERATIVA DE CREDITO;PJ;Aleatoria;34
31/08/2023;26014175;CC GUARANICREDI;PF;e-mail;686
30/04/2023;13884775;HUB IP SA;PF;CPF;20956
31/03/2023;41931221;SICOOB CREDICOOP;PF;e-mail;430
30/04/2023;7925729;COOP CRESOL NORTE PARANAENSE;PJ;CNPJ;831
31/07/2023;73326449;COOP LIVRE ADMISSAO DE ASSOCIADOS SICOOB CRUZ ALTA LTDA;PJ;Aleatoria;238
30/04/2023;4886317;COOP SICREDI CREDJURIS;PJ;Celular;1
28/02/2023;2935307;CC SICOOB CREDSEGURO LTDA;PF;e-mail;875
31/08/2023;36586946;BONUSPAGO SCD SA;PJ;Aleatoria;8
31/08/2023;2663426;COOP CRESOL NOROESTE;PJ;Aleatoria;469
31/05/2023;3645752;CC CREDISG;PJ;Celular;224
31/01/2023;28505126;LOGBANK IP SA;PJ;e-mail;327
31/07/2023;86585049;SICOOB CREDILEITE;PJ;Aleatoria;201
30/04/2023;9515813;ABASTECE AI IP LTDA;PF;CPF;13562
31/05/2023;2528151;CC SICOOB CREDCOOP;PF;e-mail;506
30/04/2023;3816413;PAGUEVELOZ IP LTDA;PJ;Aleatoria;2212
31/01/2023;2843443;COOP SICREDI NORTE SC;PJ;Celular;1515
31/08/2023;60889128;BCO SOFISA SA;PF;Celular;38055
30/06/2023;2924977;COOP SICREDI MEDICRED;PF;CPF;554
31/01/2023;9464032;MIDWAY SA - SCFI;PF;e-mail;58012
31/07/2023;11907520;CCLA DA PARAAçBA - SICOOB PARAAçBA;PJ;Celular;486
31/07/2023;1608685;COOP DO ESTADO DO ACRE LTDA;PF;Celular;760
30/04/2023;90729369;COOP SICREDI CULTURAS RS/MG;PF;e-mail;3643
31/03/2023;7714057;CECM PROF AÅREA NOTARIAL REGISTRAL;PF;e-mail;620
31/08/2023;87853206;COOP SICREDI OURO BRANCO RS/MG;PF;e-mail;4735
31/03/2023;1637949;CCLA VALE DO PARANAPANEMA;PJ;CNPJ;2189
30/04/2023;7237373;BCO DO NORDESTE DO BRASIL SA;PF;Celular;99368
31/01/2023;23273917;VALLOO PAGAMENTOS;PJ;e-mail;2
31/01/2023;26960328;CCLA DO TOCANTINS;PJ;Aleatoria;542
31/05/2023;5211129;COOP CRESOL CENTRO NORTE;PF;CPF;608
31/01/2023;208;BRB - BCO DE BRASILIA SA;PJ;e-mail;3890
31/05/2023;21110927;CC CLASSICA FUNC PREST SERV LIG GRUPO EUCATUR;PJ;Aleatoria;88
31/05/2023;87733770;COOP CRED POUP INVEST CONEXAO;PF;Celular;20085
30/06/2023;30980539;U4C INSTITUICAO DE PAGAMENTO SA;PJ;Aleatoria;752
31/08/2023;6174009;CC SICOOB ALIANCA;PJ;Aleatoria;1057
31/07/2023;87795639;COOP SICREDI ALIANCA RS/SC;PJ;Aleatoria;7230
31/07/2023;0;BCO DO BRASIL SA;PF;Celular;6033261
31/03/2023;24431221;COOP CRESOL TRANSAMAZAîNICA;PJ;CNPJ;1092
31/08/2023;8030602;CCM CORRET SEG EST SAO PAULO;PF;Aleatoria;212
31/08/2023;25528753;CC CREDIVERDE;PF;e-mail;1168
31/03/2023;9313766;CARUANA SCFI;PF;e-mail;306
28/02/2023;13935893;CELCOIN IP SA;PF;CPF;11221
31/08/2023;1709266;CCM PROF SAUDE E LIVRE ADMISSAO TEOFILO OTONI LTDA;PF;CPF;170
31/07/2023;80959638;CCLA MEIO OESTE CATARINENSE;PF;Celular;2138
30/06/2023;6174009;CC SICOOB ALIANCA;PF;e-mail;1925
31/01/2023;36586946;BONUSPAGO SCD SA;PF;e-mail;57
31/03/2023;25404542;CCLA VALE DO GORUTUBA;PF;CPF;2111
31/08/2023;21661202;CC CREDICAMPO LTDA;PF;Celular;2567
31/01/2023;68969625;CECM EMP USAGRO;PJ;CNPJ;1
31/05/2023;2282709;COOP CENTRO NORTE BRASILEIRO;PJ;Celular;2020
28/02/2023;70431630;COOP SICREDI UNIVALES MT/RO;PF;Celular;23500
31/05/2023;10736214;COOP SICREDI PLAN CENTRAL;PJ;CNPJ;6435
31/08/2023;60850229;OMNI BANCO SA;PF;Aleatoria;7398
30/04/2023;3000142;COOP POL FED - SICREDI POL;PF;Aleatoria;214
28/02/2023;58022195;CECM EMPR EMP ZILLO LORENZETTI;PF;e-mail;120
30/04/2023;4013172;CC SICOOB 3 COLINAS;PF;Aleatoria;906
31/03/2023;8795285;CCLA SICOOB CREDIACIL;PF;e-mail;422
31/08/2023;6031727;COOP CRESOL ESSENCIA;PF;Celular;2890
31/01/2023;60889128;BCO SOFISA SA;PF;CPF;13443
31/05/2023;7509426;COOP CRESOL XANXERE;PJ;CNPJ;246
31/08/2023;68512748;CC CREDIESMERALDAS LTDA;PJ;Aleatoria;579
31/01/2023;70038237;COOP SICREDI RIO GRANDE DO NORTE;PF;e-mail;1201
28/02/2023;4079285;CCLA DE ITAJUBAÅ - SICOOB SUDESTE MAIS;PJ;e-mail;169
30/06/2023;32402502;QI SCD SA;PF;Celular;29
30/06/2023;952415;SICOOB CREDFAZ;PF;CPF;915
30/04/2023;38129006;NUMBRS SCD SA;PJ;Aleatoria;1
30/04/2023;1027058;CIELO IP SA;PJ;Aleatoria;309750
31/05/2023;62073200;BOFA MERRILL LYNCH BM SA;PJ;CNPJ;16
30/04/2023;1692448;CCLA DO PLANALTO SERRANO;PF;Celular;1023
31/07/2023;25387655;CC CREDIVALE LTDA - SICOOB CREDIVALE;PJ;CNPJ;3037
30/06/2023;7925729;COOP CRESOL NORTE PARANAENSE;PF;CPF;2004
31/05/2023;71207740;CCR IRAI - SICOOB CREDIMIL;PJ;e-mail;3
30/06/2023;46642294;CCM EMPR DA EMBRAER;PF;e-mail;2155
30/06/2023;10209619;CCLA DA GRANDE GOIAÇNIA LTDA;PJ;Celular;523
31/03/2023;1559914;CCLA LESTE E NORDESTE MINEIRO;PJ;CNPJ;3269
31/03/2023;9033698;CCLA DE RIO VERDE E REGIAO;PF;Aleatoria;466
30/06/2023;2528151;CC SICOOB CREDCOOP;PF;Celular;787
28/02/2023;30765018;GALAX PAY IP SA;PF;e-mail;104
31/05/2023;16721078;CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSAO;PJ;Aleatoria;3
30/06/2023;11969853;COOP CRESOL CONEXAO;PF;e-mail;544
31/07/2023;1526924;UNICRED HORIZONTES;PF;CPF;635
31/08/2023;3632872;SICOOB CREDISUL;PF;Aleatoria;13021
31/07/2023;34678263;KREDIT BANK;PJ;CNPJ;37
30/06/2023;67096909;CC CREDICOCAPEC;PJ;Aleatoria;327
30/06/2023;38406148;CF BANK;PJ;e-mail;1392
30/04/2023;21797311;CCLA SERV POD LEG MG - SICOOB COFAL;PJ;Aleatoria;8
28/02/2023;9488496;COOP CRESOL SAO JOAO DO SUL;PF;CPF;863
31/05/2023;22753982;CC CREDISETE LTDA;PJ;Celular;938
31/03/2023;34335592;AìTIMO SCD SA;PF;e-mail;164
31/08/2023;1259518;SICOOB UNIMAIS CENTRO LESTE PAULISTA;PF;Celular;1394
31/01/2023;87900411;COOP SICREDI ESPUMOSO RS/MG;PJ;Celular;387
31/05/2023;556603;BANCO BARI SA;PF;Aleatoria;84874
30/06/2023;91159764;COOP SICREDI INTEGRACAO RS/MG;PF;e-mail;4650
31/08/2023;8561701;PAGSEGURO INTERNET IP SA;PF;CPF;2816056
31/03/2023;25626490;COOP SICREDI CREDIGRANDE;PF;CPF;2340
31/08/2023;21110927;CC CLASSICA FUNC PREST SERV LIG GRUPO EUCATUR;PJ;CNPJ;250
31/03/2023;5203605;SICOOB AMAZAîNIA;PJ;CNPJ;4534
28/02/2023;1572667;COOP UNIPRIME SUL LTDA;PF;Aleatoria;209
28/02/2023;91586982;COOP SICREDI PIONEIRA RS;PJ;CNPJ;18602
31/05/2023;3985375;CREDISIS SUDOESTE/RO;PJ;Aleatoria;151
30/04/2023;8071414;CECM SICOOB COOPERAC;PF;e-mail;442
31/08/2023;10319386;CCLA DO CENTRO SUL DE MS;PJ;CNPJ;1045
30/06/2023;1060307;CCLA UNIAO DOS VALES DO PIRANGA E MATIPAì LTDA;PJ;Celular;1229
28/02/2023;2197569;CCLA CREDSAOPAULO;PJ;e-mail;442
30/04/2023;17351180;BCO TRIANGULO SA;PJ;Aleatoria;15255
31/03/2023;8143326;COOP SICREDI SAO LUAçS;PJ;Aleatoria;65
28/02/2023;2876918;CC SICOOB NORTE SUL;PJ;Celular;354
30/06/2023;95424891;COOP SICREDI VALE DO RIO PARDO;PJ;e-mail;448
30/06/2023;1205736;COOP DE CREDITO SICOOB COSTA DO DESCOBRIMENTO LTDA;PJ;CNPJ;1725
31/05/2023;5276770;COOP CRESOL FRONTEIRAS PR/SC/SP/ES;PF;Celular;3005
31/05/2023;2876918;CC SICOOB NORTE SUL;PF;Aleatoria;1346
30/04/2023;54190525;CECM SERV MUN REG METR VALE PARAIBA E LITORAL NORTE;PJ;e-mail;30
28/02/2023;416968;BANCO INTER;PJ;CNPJ;671115
31/01/2023;3047549;CC CAP UNICIDADES;PJ;e-mail;231
31/01/2023;8044854;CC DO CENTRO DO ESTADO DE RONDAîNIA;PF;Celular;9867
31/05/2023;70937271;CCLA PROF SAUDE UNICRED ALIANCA;PJ;e-mail;570
31/01/2023;3065046;COOP SICREDI NOROESTE SP;PJ;Aleatoria;929
31/03/2023;25387713;CCLA DA REGIAO DE  PARAÅ DE MINAS;PF;CPF;2973
30/06/2023;31815293;SICOOB NORTE;PJ;Celular;18
30/04/2023;8744817;DOCK SOLUCOES;PJ;CNPJ;16
28/02/2023;7268499;COOP CRESOL INTEGRACAO;PJ;e-mail;314
30/04/2023;1637949;CCLA VALE DO PARANAPANEMA;PF;e-mail;843
28/02/2023;82133182;CC DO VALE EUROPEU - SICOOB EURO VALE;PF;Aleatoria;1114
30/06/2023;95213211;COOP SICREDI CAMINHO DAS AÅGUAS RS;PF;e-mail;7731
31/05/2023;24048910;CC CREDINTER;PJ;Celular;921
31/08/2023;83315408;COOP SICREDI NORTE;PF;Aleatoria;3275
31/08/2023;67096909;CC CREDICOCAPEC;PJ;CNPJ;1196
31/08/2023;92796564;COOP SICREDI UNIAO METROPOLITANA;PJ;CNPJ;11320
31/08/2023;40473435;REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP SA;PF;CPF;4
31/01/2023;3528402;CC INV DO ACRE - SICOOB ACRE;PJ;e-mail;7
31/01/2023;24654881;COOP SICREDI UNIAO MS/TO;PF;e-mail;11635
31/03/2023;1042487;CC SICOOB UNIDAS;PF;CPF;1177
30/04/2023;44683140;MAGNUM SCD;PF;CPF;1
31/07/2023;1042487;CC SICOOB UNIDAS;PF;Aleatoria;1825
30/04/2023;91586982;COOP SICREDI PIONEIRA RS;PF;CPF;65763
28/02/2023;70241658;SICREDI RECIFE;PF;Celular;2043
28/02/2023;71506513;CC SICOOB ITAPAGIPE;PF;e-mail;155
31/05/2023;71418784;CC MED, TEC E DEMAIS PROF SAUDE DO SUL DE MINAS;PJ;Aleatoria;224
30/04/2023;81192106;COOP SICREDI NOSSA TERRA PR/SP;PF;CPF;18223
30/06/2023;3412878;CC CREDIRAMA;PJ;Celular;227
30/06/2023;73647935;COOP UNIQUE BR LTDA;PF;Aleatoria;2143
31/07/2023;7946216;CCLA SICOOB UNIAO SUDESTE;PJ;Aleatoria;253
31/05/2023;3042597;COOP SICREDI CAMPO GRANDE;PJ;Aleatoria;2841
31/05/2023;5863726;COOP CRESOL PLANALTO SERRA;PJ;CNPJ;1252
31/07/2023;2318507;BCO KEB HANA DO BRASIL SA;PF;CPF;84
31/07/2023;28220872;VALEPAY;PJ;Aleatoria;16
31/03/2023;61024352;BANCO VOITER;PF;Celular;1
30/06/2023;7215632;COOP CRESOL ALTERNATIVA;PJ;CNPJ;561
31/08/2023;5277312;COOP CRESOL HORIZONTE;PF;Aleatoria;1638
28/02/2023;4876393;CCLA TRAäS FRONTEIRAS;PF;Aleatoria;4957
31/05/2023;36586946;BONUSPAGO SCD SA;PJ;CNPJ;10
31/07/2023;65239402;CC UNIAO DO CENTRO OESTE DE MINAS;PJ;Celular;297
31/08/2023;4484490;COOP SICREDI ALTA NOROESTE SP;PJ;Aleatoria;1203
31/05/2023;6324872;CC CREDINOSSO;PJ;CNPJ;734
31/08/2023;34747388;ISSUER IP LTDA;PF;CPF;2
30/04/2023;2924977;COOP SICREDI MEDICRED;PF;CPF;556
31/01/2023;3575699;MEDCRED CC;PJ;Aleatoria;42
31/05/2023;95594941;COOP SICREDI REG CENTRO RS/MG;PF;e-mail;8052
31/03/2023;7512780;COOP CRESOL VALE EUROPEU;PF;Aleatoria;1886
30/04/2023;36586946;BONUSPAGO SCD SA;PJ;Aleatoria;8
30/06/2023;2144899;CCLA DA REGIAO CENTRAL DE RONDAîNIA;PJ;CNPJ;1055
31/07/2023;32402502;QI SCD SA;PF;Celular;28
28/02/2023;698609;CC NORTE E NOROESTE DE MINAS GERAIS;PF;e-mail;1566
30/04/2023;41931445;CC CREDIFOR LTDA;PF;Celular;3377
31/01/2023;65239402;CC UNIAO DO CENTRO OESTE DE MINAS;PF;Aleatoria;927
31/05/2023;26014175;CC GUARANICREDI;PJ;Celular;382
31/05/2023;416968;BANCO INTER;PJ;Celular;89297
31/07/2023;1062439;CECM DOS FUNCIONARIOS DA COMIGO;PF;e-mail;308
31/01/2023;22760839;CC NOSSOCREDITO;PF;CPF;3849
31/01/2023;2414044;CECM EMPR INST ENS SUP SUL MG;PF;Celular;2
28/02/2023;71328769;SICOOB COCRED CC;PF;e-mail;3016
30/04/2023;45246410;BANCO GENIAL;PF;e-mail;61961
30/04/2023;10262276;CCLA DO ESTADO DE SAO PAULO - SICOOB PAULISTA;PF;e-mail;2646
31/07/2023;2057584;CC SICOOB SERTAO;PF;CPF;5907
28/02/2023;9033698;CCLA DE RIO VERDE E REGIAO;PJ;Celular;191
28/02/2023;71336432;SICOOB CREDIMED - CCLA DE UBERABA LTDA;PF;CPF;1179
30/06/2023;32024691;DOTZPAY IP;PF;Celular;32175
31/03/2023;9330158;COOP CRESOL TREZE DE MAIO;PJ;Aleatoria;66
31/01/2023;88038260;COOP SICREDI PLANALTO RS/MG;PF;Aleatoria;6414
31/05/2023;3620772;CCM DO CEARAÅ - SICOOB CEARAÅ;PF;Celular;361
31/07/2023;2766672;COOP CRESOL PLANALTO SUL;PJ;Aleatoria;152
31/01/2023;42934794;CC CREDIPIMENTA;PJ;Aleatoria;21
31/05/2023;22749014;CC REGIAO CENTRAL MG;PJ;e-mail;174
31/08/2023;20018183;STARK BANK SA;PJ;Aleatoria;864678
28/02/2023;3566655;COOP SICREDI CELEIRO OESTE;PJ;Aleatoria;5193
31/05/2023;32467086;SICOOB SUL;PF;CPF;15834
30/04/2023;67096909;CC CREDICOCAPEC;PF;e-mail;664
30/04/2023;21018182;EBANX IP LTDA;PF;Aleatoria;48617
