Data;ISPB;Nome;NaturezaUsuario;TipoChave;qtdChaves
28/02/2023;25353939;CC CREDIALP;PF;Celular;1253
30/04/2023;5231945;COOP CRESOL UNIAO DOS VALES;PF;Celular;2399
31/05/2023;2057584;CC SICOOB SERTAO;PF;Aleatoria;4236
30/06/2023;5439425;CREDISIS CAPITALCREDI - CCLA DO ACRE LTDA;PJ;Celular;126
31/08/2023;19468242;ZOOP MEIOS DE PAGAMENTO;PF;Aleatoria;5589
28/02/2023;4663561;COOP INVEST INT SOL VALE DAS AÅGUAS PR/MG;PF;Aleatoria;338
31/07/2023;4572960;CECM MILITARES ESTADUAIS DE SC;PF;Celular;1010
30/04/2023;698609;CC NORTE E NOROESTE DE MINAS GERAIS;PJ;CNPJ;4207
31/08/2023;10209619;CCLA DA GRANDE GOIAÇNIA LTDA;PJ;Celular;525
30/04/2023;7320890;COOP CRESOL VALE;PJ;Celular;154
31/03/2023;24313102;99PAY IP SA;PJ;CNPJ;3
31/03/2023;7097064;COOP SICOOB CONFIANCA;PJ;e-mail;263
31/08/2023;70431630;COOP SICREDI UNIVALES MT/RO;PJ;CNPJ;6845
30/04/2023;10808037;CC EMPRESARIOS DE MANAUS;PJ;Celular;60
31/08/2023;10262276;CCLA DO ESTADO DE SAO PAULO - SICOOB PAULISTA;PJ;Aleatoria;1387
28/02/2023;42934794;CC CREDIPIMENTA;PF;Celular;291
31/08/2023;71207740;CCR IRAI - SICOOB CREDIMIL;PF;Aleatoria;11
28/02/2023;19581142;ATAR;PF;Aleatoria;1902
30/04/2023;3412878;CC CREDIRAMA;PJ;Celular;218
31/01/2023;1062439;CECM DOS FUNCIONARIOS DA COMIGO;PJ;CNPJ;2
31/07/2023;68969625;CECM EMP USAGRO;PF;Celular;158
30/04/2023;29415342;CONTA ZAP;PF;Aleatoria;61563
31/07/2023;655522;APE POUPEX;PF;Celular;14132
31/01/2023;76059997;COOP SICREDI PROGRESSO PR/SP;PJ;e-mail;655
31/03/2023;10143499;CCLA JATAAç E REGIAO;PF;Celular;540
30/06/2023;1739375;CCLA LAGOA DA PRATA;PF;CPF;6092
31/03/2023;7599206;CCLA DA REGIAO METROPOLITANA DE GOIAÇNIA LTDA;PF;e-mail;871
30/06/2023;804046;COOP CREDICAPI LTDA - SICOOB CREDICAPI;PJ;Aleatoria;37
31/03/2023;71154876;CCLA NOROESTE DE MG CREDIPINHO;PJ;Aleatoria;181
31/01/2023;81367880;CCLA SUL CATARINENSE;PF;e-mail;2339
31/01/2023;7494300;CREDISIS/CREDISUL COOPERATIVA DE CREDITO;PJ;Celular;63
30/06/2023;7789195;CCLA TRANSPORT RODOV VEICULOS;PF;CPF;830
30/04/2023;2641032;UNICRED PONTO CAPITAL;PF;Aleatoria;827
31/05/2023;3428338;SICREDI CREDUNI;PJ;Aleatoria;189
31/08/2023;92555150;COOP SICREDI ALT SERRA RS/SC;PJ;Aleatoria;3357
31/03/2023;5983995;COOP CRESOL COOPERAR;PJ;Celular;284
31/01/2023;3269540;CC SERV MIL POL CIVIL SEC ED;PF;CPF;3449
31/03/2023;5494591;COOP CRESOL NASCENTE;PF;CPF;1560
31/05/2023;4281182;COOP CRESOL CHAPECO;PJ;CNPJ;658
28/02/2023;3130170;BRASIL CARD IP LTDA;PF;Aleatoria;4296
31/07/2023;35571249;COOP SICREDI EVOLUCAO;PJ;e-mail;1005
31/01/2023;5203605;SICOOB AMAZAîNIA;PF;CPF;7773
31/05/2023;17502881;CECM EMPR CEMIG IND METAL E SERV PUB MUN;PF;Aleatoria;160
31/05/2023;54037916;CC CREDICITRUS;PF;e-mail;8468
31/01/2023;8055016;COOP CRESOL INTERACAO;PJ;CNPJ;236
31/08/2023;40654622;TRINUS SCD SA;PJ;e-mail;1
31/07/2023;29079725;BIT CAPITAL;PJ;Aleatoria;1
28/02/2023;1559914;CCLA LESTE E NORDESTE MINEIRO;PJ;CNPJ;3208
31/01/2023;82527557;COOP SICREDI FRONTEIR PR/SC/SP;PF;Celular;15875
31/01/2023;42887133;CCLA REG SUDESTE MG;PJ;Aleatoria;106
30/04/2023;33615055;CCLA ANAÅPOLIS E REGIAO;PJ;Celular;448
28/02/2023;5888589;COOP SUL;PF;Aleatoria;4423
30/06/2023;3128973;COOP SICREDI PIAUAç;PF;Celular;3
31/05/2023;7502031;CCLA CENTRO OESTE LTDA;PJ;Aleatoria;323
31/05/2023;13370835;DOCK IP SA;PJ;e-mail;15224
31/05/2023;37442605;COOP SICREDI GRANDES RIOS;PF;e-mail;22610
31/07/2023;5983995;COOP CRESOL COOPERAR;PJ;Aleatoria;166
30/06/2023;5241145;COOP CRESOL GETULIO VARGAS;PF;Celular;536
31/08/2023;43599047;SUPERLAìGICA SCD SA;PJ;CNPJ;1
31/07/2023;3985375;CREDISIS SUDOESTE/RO;PJ;e-mail;143
30/04/2023;58160789;BCO SAFRA SA;PF;Celular;50744
31/01/2023;34678263;KREDIT BANK;PF;Celular;24
31/03/2023;23273917;VALLOO PAGAMENTOS;PF;CPF;12
31/08/2023;1155801;COOP CRESOL CENTRO SERRA;PF;CPF;1631
31/08/2023;1039011;CC UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;PF;CPF;4070
30/04/2023;1073966;CCR DE ABELARDO LUZ;PJ;Celular;213
30/04/2023;71432926;CCPS E LA DO TRIANG MINEIRO E SUL DE MG LTDA;PJ;e-mail;87
31/01/2023;1205736;COOP DE CREDITO SICOOB COSTA DO DESCOBRIMENTO LTDA;PF;Aleatoria;1190
31/05/2023;204963;CCR SEARA;PF;CPF;682
30/04/2023;34335592;AìTIMO SCD SA;PF;CPF;37
30/06/2023;26529420;COOP SICREDI OURO VERDE MT;PJ;CNPJ;15067
31/01/2023;10175348;CCMLA REGIA£O ADMINISTRATIVA DE SOROCABA;PF;e-mail;416
31/07/2023;7206072;COOP SICREDI NOVOS HORIZONTES;PJ;Aleatoria;1841
31/03/2023;95213211;COOP SICREDI CAMINHO DAS AÅGUAS RS;PF;CPF;24690
28/02/2023;25021356;DLOCAL BRASIL IP SA;PJ;e-mail;1
30/04/2023;42898825;CECM MEDICOS E PROFISSIONAIS AREA SAUDE DO BRASIL;PJ;e-mail;1314
31/05/2023;17192451;BCO ITAUCARD SA;PF;e-mail;2217442
31/03/2023;1760242;CCLA DE BH E CIDADES POLO DE MG;PJ;e-mail;587
28/02/2023;37511258;INOVANTI IP SA;PF;Celular;27
28/02/2023;4694278;CECM INTEG MF DP ESTADO RJ;PF;Celular;665
30/06/2023;40867163;N26 SCD;PF;Celular;20054
30/04/2023;78626983;BCO VR SA;PJ;Aleatoria;5
31/01/2023;82065285;COOP PARQ ARAUCARIAS PR/SC/SP;PF;Celular;11034
31/07/2023;2904125;COOP CRESOL JACUTINGA;PF;CPF;1479
28/02/2023;83315408;COOP SICREDI NORTE;PF;Aleatoria;2331
31/01/2023;4307598;FIDUCIA SCMEPP LTDA;PF;e-mail;49
30/06/2023;5983995;COOP CRESOL COOPERAR;PF;Aleatoria;774
30/06/2023;33924028;SICOOB COOPVALE;PF;CPF;680
28/02/2023;71238232;CC CENTRO SUL MINEIRO;PF;Celular;1817
31/05/2023;71479653;UNICRED CAMINHO NOVO;PJ;Aleatoria;72
30/06/2023;71163315;CCM PROF SAUDE ARQ SETE LAGOAS;PJ;CNPJ;315
31/07/2023;17079937;PINBANK IP;PJ;e-mail;1505
31/05/2023;92894922;BANCO ORIGINAL;PF;CPF;327821
31/08/2023;18236120;NU PAGAMENTOS - IP;PJ;Aleatoria;1825394
30/04/2023;4120633;SICOOB EMPRESAS RJ;PF;e-mail;604
30/06/2023;35542555;CARDPAY;PJ;CNPJ;1
31/01/2023;4247370;CC DE EMPRESARIOS;PJ;Celular;711
31/05/2023;38406148;CF BANK;PF;CPF;2
31/07/2023;92555150;COOP SICREDI ALT SERRA RS/SC;PJ;CNPJ;7782
31/03/2023;90497256;COOP SICREDI INTERESTADOS RS/ES;PF;Aleatoria;8776
30/04/2023;971300;COOP CRESOL PIONEIRA;PJ;Aleatoria;564
31/08/2023;2000895;CECM SERV POD JUD TCE ORG PUBL MUN EST FED RJ;PF;CPF;997
31/01/2023;360305;CAIXA ECONOMICA FEDERAL;PF;Celular;19219621
30/04/2023;11970623;BCO SENFF SA;PF;e-mail;2646
31/08/2023;2448839;SICOOB CREDIUNIAO;PF;e-mail;238
30/06/2023;33022690;COOP SICREDI BIOMAS;PJ;CNPJ;5981
28/02/2023;26526166;CCLA SUL MARANHENSE - SICOOB SUL MARANHENSE;PJ;Aleatoria;59
28/02/2023;82065285;COOP PARQ ARAUCARIAS PR/SC/SP;PF;CPF;20444
31/08/2023;78157146;CREDIALIANCA CCR;PJ;Celular;11
30/04/2023;59588111;BCO VOTORANTIM SA;PJ;CNPJ;10
28/02/2023;815319;SICOOB SUL-SERRANO;PF;CPF;18250
31/08/2023;2093154;CCM EMPR MAGAZINE LUIZA;PF;Celular;2
30/06/2023;66788142;CC CREDIMOTA;PJ;Celular;978
30/06/2023;7237373;BCO DO NORDESTE DO BRASIL SA;PF;e-mail;455726
30/06/2023;8075352;COOP TRANSPOCRED;PF;CPF;5823
30/06/2023;17819084;PAGCERTO;PJ;e-mail;2839
28/02/2023;54190525;CECM SERV MUN REG METR VALE PARAIBA E LITORAL NORTE;PF;Celular;1835
31/07/2023;11703662;TRAVELEX BANCO DE CAMBIO SA;PF;Celular;1
31/05/2023;90608712;COOP SICREDI SERRANA RS;PF;e-mail;7491
31/03/2023;78840071;COOP SICOOB CREDIAUC;PJ;Aleatoria;674
31/05/2023;1736516;CCLA REG CTR E OESTE MINEIRO;PF;e-mail;2662
31/01/2023;7194313;CC SICOOB HORIZONTE;PJ;CNPJ;1433
28/02/2023;5477038;CC NO PIAUAç - SICOOB PIAUAç;PF;Celular;615
31/08/2023;7194313;CC SICOOB HORIZONTE;PF;Aleatoria;1723
31/07/2023;1259518;SICOOB UNIMAIS CENTRO LESTE PAULISTA;PJ;Celular;487
30/06/2023;97489280;COOP SICREDI INTEGRACAO BAHIA;PJ;e-mail;152
31/01/2023;2405189;COOP AöNILOS;PJ;CNPJ;1565
31/07/2023;85291086;CC LITORAÇNEA;PJ;e-mail;669
31/07/2023;204963;CCR SEARA;PJ;e-mail;63
31/03/2023;37554441;COOP SICOOB UNI SUL MS;PF;Aleatoria;267
30/06/2023;5582619;CC SICOOB OURO VERDE;PJ;e-mail;2289
31/07/2023;11581339;BMP SCMEPP LTDA;PJ;CNPJ;1582
31/03/2023;3102185;CC DOS SERVIDORES, EMPRESARIOS, AUTONOMOS E LIBERAIS;PJ;CNPJ;578
30/06/2023;22656789;CC CREDISUDESTE LTDA;PF;Aleatoria;3489
31/05/2023;714671;EWALLY IP SA;PF;CPF;818
30/04/2023;3428338;SICREDI CREDUNI;PF;Celular;1653
31/03/2023;37076205;SICOOB JUDICIAÅRIO;PF;CPF;1345
30/04/2023;7512780;COOP CRESOL VALE EUROPEU;PJ;e-mail;793
30/04/2023;7494300;CREDISIS/CREDISUL COOPERATIVA DE CREDITO;PJ;Celular;66
31/05/2023;4237413;COOP SICREDI VALE SAO FRANCISCO;PF;CPF;1418
31/05/2023;4565791;COOP CRESOL ARATIBA;PJ;e-mail;44
31/01/2023;5241145;COOP CRESOL GETULIO VARGAS;PJ;Celular;68
30/06/2023;1709266;CCM PROF SAUDE E LIVRE ADMISSAO TEOFILO OTONI LTDA;PF;Aleatoria;90
31/07/2023;9424988;CCLA DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;PJ;e-mail;181
28/02/2023;78483310;CCLA ITAPIRANGA;PJ;CNPJ;1338
31/08/2023;3985375;CREDISIS SUDOESTE/RO;PJ;CNPJ;581
30/06/2023;21797311;CCLA SERV POD LEG MG - SICOOB COFAL;PJ;Aleatoria;10
31/01/2023;17079937;PINBANK IP;PF;Celular;804
31/07/2023;33370115;FURNAS;PF;e-mail;1470
28/02/2023;1389651;CCLA DO PLANALTO CATARINENSE;PJ;Celular;527
30/04/2023;1720488;CCLA DE GOIAÇNIA E MICRORREGIAïE;PF;e-mail;1
28/02/2023;71243034;COOPERATIVA DE CREDITO CREDIJEQUITINHONHA LTDA;PJ;CNPJ;2632
31/01/2023;6324872;CC CREDINOSSO;PJ;Celular;176
30/06/2023;40654622;TRINUS SCD SA;PF;Celular;35
28/02/2023;78865995;CCLA VALE DO RIO DO PEIXE;PJ;e-mail;236
28/02/2023;32219232;NUPAY FOR BUSINESS IP LTDA;PJ;Aleatoria;700
30/04/2023;2000895;CECM SERV POD JUD TCE ORG PUBL MUN EST FED RJ;PF;Aleatoria;631
31/01/2023;71418784;CC MED, TEC E DEMAIS PROF SAUDE DO SUL DE MINAS;PJ;CNPJ;495
31/03/2023;82133182;CC DO VALE EUROPEU - SICOOB EURO VALE;PF;CPF;2209
31/08/2023;3102185;CC DOS SERVIDORES, EMPRESARIOS, AUTONOMOS E LIBERAIS;PF;Celular;256
30/06/2023;73092827;CCM SERV MIN EDUC SAO PAULO;PF;Aleatoria;146
31/05/2023;7194313;CC SICOOB HORIZONTE;PF;Celular;1753
30/06/2023;4406371;COOP DO ESTADO DE GOIAÅS;PJ;Aleatoria;535
31/05/2023;95424891;COOP SICREDI VALE DO RIO PARDO;PF;Aleatoria;5224
31/01/2023;1090027;CECMM CATEG AFINS-UNICRED MULTIPLO VALOR;PF;e-mail;489
30/06/2023;3042597;COOP SICREDI CAMPO GRANDE;PJ;e-mail;861
31/07/2023;73254757;COOP CRESOL QUILOMBO;PJ;Aleatoria;57
31/07/2023;60889128;BCO SOFISA SA;PJ;Celular;76
31/03/2023;1572667;COOP UNIPRIME SUL LTDA;PF;Aleatoria;216
31/07/2023;19875244;CCLA SICOOB COPESITA;PJ;Aleatoria;113
30/04/2023;92555150;COOP SICREDI ALT SERRA RS/SC;PF;CPF;32336
28/02/2023;6174009;CC SICOOB ALIANCA;PJ;Aleatoria;815
31/08/2023;71297899;CCLA OESTE MINEIRO LTDA-SICOOB;PJ;Aleatoria;856
28/02/2023;60779196;CREFISA SA CFI;PF;Aleatoria;4876
31/03/2023;1644264;CCLA MEDIO PIRACICABA E CIRCUITO DO OURO LTDA;PJ;Celular;1054
31/08/2023;71069587;CC CREDPLUS - SICOOB CREDPLUS;PF;Aleatoria;266
30/06/2023;78840071;COOP SICOOB CREDIAUC;PJ;e-mail;681
31/05/2023;517645;BCO RIBEIRAO PRETO SA;PF;Celular;13
31/05/2023;32430233;SICOOB CONEXAO;PJ;CNPJ;17957
30/06/2023;1736243;UNIPRIME ALLIANCE - CECM;PJ;e-mail;1
30/06/2023;7946216;CCLA SICOOB UNIAO SUDESTE;PJ;Celular;111
31/07/2023;16564240;CECM APOS PENS E IDOSOS - SICOOB COOPERNAPI;PJ;Aleatoria;1
31/03/2023;41931445;CC CREDIFOR LTDA;PJ;CNPJ;2003
31/03/2023;77984870;COOP SICREDI PLANALT DAS AÅGUAS;PJ;Celular;975
31/07/2023;1009908;CCLA PARA DE MINAS;PF;e-mail;880
31/08/2023;3856113;F2B;PJ;CNPJ;145
31/08/2023;517645;BCO RIBEIRAO PRETO SA;PJ;Celular;5
30/06/2023;78862083;COOP NOVOS CAMPOS;PJ;Celular;341
31/07/2023;32914717;ONBANK;PJ;Celular;11
31/05/2023;5269976;COOP CRESOL MAIS;PF;CPF;745
28/02/2023;3632872;SICOOB CREDISUL;PF;Celular;15901
31/07/2023;71146450;CCLA CAMPOS GERAIS E CAMPO DO;PJ;e-mail;59
31/08/2023;815319;SICOOB SUL-SERRANO;PF;Aleatoria;12576
31/08/2023;2641032;UNICRED PONTO CAPITAL;PF;Celular;1812
30/06/2023;2000895;CECM SERV POD JUD TCE ORG PUBL MUN EST FED RJ;PF;Aleatoria;662
31/08/2023;4181542;CCLA DE PITANGUI E REGIAO LTDA;PJ;Aleatoria;457
31/01/2023;38129006;NUMBRS SCD SA;PF;e-mail;1
31/03/2023;1604998;CCLA SUL MINAS-SICOOB CREDIVAS;PJ;e-mail;967
30/04/2023;39343350;CC LAR CREDI;PJ;CNPJ;1
30/04/2023;4321309;CC SICOOB CRED EXECUTIVO;PJ;Celular;136
30/06/2023;2072790;CECM SICOOB CREDSAUDE;PJ;Celular;27
31/07/2023;9343038;COOP SICREDI ALTSERTAO PARAIBANO;PF;Aleatoria;613
31/03/2023;4525997;COOP SICREDI COOPERUCS;PF;e-mail;327
31/07/2023;33924028;SICOOB COOPVALE;PJ;CNPJ;541
31/01/2023;5276770;COOP CRESOL FRONTEIRAS PR/SC/SP/ES;PF;Aleatoria;1471
30/06/2023;5494591;COOP CRESOL NASCENTE;PJ;e-mail;86
31/07/2023;16721078;CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSAO;PF;Celular;559
31/07/2023;25395435;CC CREDICAF LTDA;PJ;e-mail;395
30/04/2023;7465539;COOP CRESOL ALTO VALE;PJ;Aleatoria;148
31/01/2023;694389;CCLA SICOOB CREDICARU SC/RS;PJ;Celular;470
31/03/2023;11275560;RECARGAPAY IP LTDA;PF;CPF;60957
31/07/2023;32024691;DOTZPAY IP;PJ;CNPJ;1
28/02/2023;1330387;CREHNOR LARANJEIRAS;PF;Celular;228
31/01/2023;2833202;UNICRED SUDOESTE DA BAHIA;PF;e-mail;121
28/02/2023;32778350;AME DIGITAL BRASIL IP LTDA;PJ;e-mail;3540
30/06/2023;18966739;CC COPERSUL LTDA;PF;Celular;1299
30/06/2023;74026998;CC SICOOB COOPERBOM;PJ;Celular;1
31/07/2023;1848322;UNIPRIME DO IGUACU - CC POUP INV;PF;e-mail;433
31/05/2023;71243034;COOPERATIVA DE CREDITO CREDIJEQUITINHONHA LTDA;PF;e-mail;1376
30/06/2023;11476673;BANCO RANDON SA;PF;Celular;11
31/07/2023;38588174;CC CREDICOPE;PF;e-mail;2098
31/08/2023;41255225;COOP SICREDI CENT PERNAMBUCANA;PJ;CNPJ;1062
28/02/2023;1667352;CCLA SERTAO MINAS;PJ;CNPJ;1401
31/01/2023;1727929;CC UNICRED EVOLUCAO LTDA;PF;e-mail;976
31/07/2023;91586982;COOP SICREDI PIONEIRA RS;PJ;CNPJ;20305
30/04/2023;3326437;CCLA CENTRO NORTE MT/MS;PF;Aleatoria;4439
30/06/2023;69346856;CECM DOS PROFISSIONAIS DA SAUDE DA REG ALTA MOGIANA;PF;e-mail;1000
31/05/2023;3419786;CC NOSSA SENHORA DO DESTERRO;PF;CPF;1893
31/05/2023;17079937;PINBANK IP;PF;Aleatoria;4169
30/06/2023;62232889;BCO DAYCOVAL SA;PF;e-mail;11826
31/08/2023;5582619;CC SICOOB OURO VERDE;PF;CPF;11227
28/02/2023;4350225;COOP CRESOL TRADICAO;PJ;Aleatoria;681
28/02/2023;7070495;COOP SICREDI EMPREENDEDORES;PJ;Celular;191
31/03/2023;5276770;COOP CRESOL FRONTEIRAS PR/SC/SP/ES;PJ;Aleatoria;486
31/01/2023;512839;CECM SERV MUNIC SANTO ANDRE;PF;e-mail;27
30/04/2023;63229629;CCR ASCOOB SISAL;PJ;Celular;207
31/03/2023;45756448;MICROCASH SCMEPP LTDA;PF;e-mail;1
31/03/2023;1739375;CCLA LAGOA DA PRATA;PF;Aleatoria;2866
31/08/2023;24431221;COOP CRESOL TRANSAMAZAîNICA;PJ;Celular;380
28/02/2023;57647653;COOP SICREDI FORCA DOS VENTOS;PJ;Aleatoria;592
30/04/2023;9590601;CC DA SERRA CATARINENSE;PJ;CNPJ;1659
31/07/2023;71378426;CCLA ARAXAÅ LTDA - SICOOB COOCREZ;PJ;e-mail;1
31/07/2023;37241230;SUMUP SCD SA;PF;Celular;61218
31/05/2023;29415342;CONTA ZAP;PF;Celular;311
31/08/2023;35480428;SKILOPAY INTERMEDIACOES E SOLU;PF;Aleatoria;30
28/02/2023;58160789;BCO SAFRA SA;PF;Celular;52504
31/05/2023;71237184;CC CREDIBELO LTDA - SICOOB CREDIBELO;PF;CPF;1500
31/05/2023;71698674;COOP SICOOB MANTIQUEIRA;PJ;CNPJ;2961
31/01/2023;7097064;COOP SICOOB CONFIANCA;PF;Celular;1522
31/05/2023;71419600;CCLA DA REGIAO DE FRUTAL;PF;e-mail;976
31/07/2023;2173447;CCLA CENTRO NORDESTE MINEIRO;PF;e-mail;2013
31/05/2023;1722480;QUERO-QUERO VERDECARD IP SA;PJ;e-mail;11
31/07/2023;6975532;CREDISIS/COOPESA;PJ;CNPJ;18
31/08/2023;7494300;CREDISIS/CREDISUL COOPERATIVA DE CREDITO;PJ;e-mail;57
31/07/2023;71027866;BCO BS2 SA;PJ;Celular;3237
31/08/2023;7564184;COOP ASCOOB SERTAïES;PJ;CNPJ;103
31/03/2023;19869338;CCLA VALE DO AAáO;PF;Celular;2953
31/01/2023;3566655;COOP SICREDI CELEIRO OESTE;PF;CPF;31217
31/08/2023;35523352;BEES BANK INSTITUICAO DE PAGAM;PF;Celular;11569
31/05/2023;6910457;CCLA SANTA CRUZ PALMEIRAS;PF;Celular;1244
30/06/2023;20018183;STARK BANK SA;PJ;Aleatoria;863901
28/02/2023;81466286;SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP;PJ;Celular;2615
31/07/2023;1060307;CCLA UNIAO DOS VALES DO PIRANGA E MATIPAì LTDA;PJ;Aleatoria;790
31/05/2023;4414354;CCM DO ABC - COOPER 7;PJ;e-mail;5
31/07/2023;3485130;COOP CRESOL ENCOSTAS DA SERRA GERAL;PJ;e-mail;150
30/06/2023;1703620;CCLA UNIAO CENTRO OESTE MINAS;PF;e-mail;1142
28/02/2023;1042487;CC SICOOB UNIDAS;PJ;CNPJ;836
31/01/2023;25387671;CC ALTO PARANAIBA E REGIAO;PF;Aleatoria;1345
31/08/2023;87781530;SICREDI INTEGRACAO DE ESTADOS RS/SC/MG;PF;CPF;18164
31/08/2023;73422792;CCLA RUBIATABA REGIAO;PF;Celular;2618
31/05/2023;74064502;CC UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL;PJ;Aleatoria;949
30/06/2023;13009717;BCO DO EST DE SE SA;PF;Celular;80729
28/02/2023;16721078;CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSAO;PJ;e-mail;2
31/01/2023;10209619;CCLA DA GRANDE GOIAÇNIA LTDA;PJ;Aleatoria;623
30/04/2023;1062439;CECM DOS FUNCIONARIOS DA COMIGO;PF;Celular;683
31/08/2023;2382755;SICOOB POTIGUAR;PJ;Celular;261
31/07/2023;41180092;COOP SICREDI EXPANSAO;PJ;Celular;464
30/04/2023;8624548;COOP CRESOL MINAS GERAIS;PJ;e-mail;350
31/03/2023;71418784;CC MED, TEC E DEMAIS PROF SAUDE DO SUL DE MINAS;PJ;CNPJ;515
31/03/2023;81723108;CREDICOAMO;PF;Celular;2435
30/06/2023;1644264;CCLA MEDIO PIRACICABA E CIRCUITO DO OURO LTDA;PF;Celular;4315
31/03/2023;87780268;COOP SICREDI UNIESTADOS;PF;Celular;26670
31/03/2023;5861932;CCM DOS ADVOGADOS DE SC;PF;CPF;3062
31/05/2023;94243839;UNICRED PIONEIRA;PJ;Celular;81
31/03/2023;74026998;CC SICOOB COOPERBOM;PJ;Celular;1
31/05/2023;24610065;CC SICOOB IPAä;PJ;Aleatoria;196
31/05/2023;36900256;CCM MED EMP MT;PJ;Celular;748
31/05/2023;66398496;CC CREDIARA LTDA;PF;Aleatoria;1058
28/02/2023;25353939;CC CREDIALP;PJ;CNPJ;674
30/04/2023;5231945;COOP CRESOL UNIAO DOS VALES;PF;Aleatoria;1624
31/05/2023;2057584;CC SICOOB SERTAO;PF;CPF;5735
30/06/2023;5439425;CREDISIS CAPITALCREDI - CCLA DO ACRE LTDA;PF;Celular;134
31/08/2023;19468242;ZOOP MEIOS DE PAGAMENTO;PJ;CNPJ;45812
31/08/2023;30306294;BANCO BTG PACTUAL SA;PF;Aleatoria;363120
31/07/2023;4572960;CECM MILITARES ESTADUAIS DE SC;PF;e-mail;626
31/07/2023;34878543;CLARO PAY;PJ;e-mail;41
31/08/2023;10209619;CCLA DA GRANDE GOIAÇNIA LTDA;PJ;Aleatoria;744
30/04/2023;7320890;COOP CRESOL VALE;PJ;Aleatoria;74
31/03/2023;24313102;99PAY IP SA;PJ;e-mail;1
31/03/2023;7097064;COOP SICOOB CONFIANCA;PJ;CNPJ;1049
31/03/2023;30306294;BANCO BTG PACTUAL SA;PJ;Celular;2066
30/04/2023;10808037;CC EMPRESARIOS DE MANAUS;PF;e-mail;40
30/04/2023;26359745;CC SICOOBMAIS;PF;e-mail;551
28/02/2023;42934794;CC CREDIPIMENTA;PJ;e-mail;13
31/08/2023;71207740;CCR IRAI - SICOOB CREDIMIL;PF;CPF;136
28/02/2023;19581142;ATAR;PJ;Celular;1
30/04/2023;3412878;CC CREDIRAMA;PF;Celular;1464
31/01/2023;1062439;CECM DOS FUNCIONARIOS DA COMIGO;PF;Celular;659
31/07/2023;68969625;CECM EMP USAGRO;PF;CPF;213
31/03/2023;5979692;CREDCREA;PJ;Celular;681
31/07/2023;655522;APE POUPEX;PF;CPF;14677
31/01/2023;76059997;COOP SICREDI PROGRESSO PR/SP;PJ;CNPJ;4517
31/03/2023;10143499;CCLA JATAAç E REGIAO;PF;e-mail;316
30/06/2023;1739375;CCLA LAGOA DA PRATA;PJ;CNPJ;1502
31/03/2023;7599206;CCLA DA REGIAO METROPOLITANA DE GOIAÇNIA LTDA;PF;Celular;1701
30/06/2023;804046;COOP CREDICAPI LTDA - SICOOB CREDICAPI;PJ;e-mail;55
31/03/2023;71154876;CCLA NOROESTE DE MG CREDIPINHO;PF;Celular;2719
31/01/2023;81367880;CCLA SUL CATARINENSE;PJ;Aleatoria;891
31/01/2023;7494300;CREDISIS/CREDISUL COOPERATIVA DE CREDITO;PJ;Aleatoria;34
31/08/2023;20520298;ADIQ;PF;e-mail;12
30/04/2023;2641032;UNICRED PONTO CAPITAL;PJ;e-mail;297
31/05/2023;3428338;SICREDI CREDUNI;PF;CPF;1772
31/08/2023;92555150;COOP SICREDI ALT SERRA RS/SC;PJ;CNPJ;8014
31/08/2023;4913711;BCO DO EST DO PA SA;PJ;CNPJ;5
31/01/2023;3269540;CC SERV MIL POL CIVIL SEC ED;PJ;e-mail;83
30/04/2023;3732359;CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO;PJ;Aleatoria;1187
31/05/2023;4281182;COOP CRESOL CHAPECO;PF;Celular;1153
31/07/2023;1667352;CCLA SERTAO MINAS;PJ;CNPJ;1517
31/07/2023;35571249;COOP SICREDI EVOLUCAO;PF;CPF;12037
31/01/2023;5203605;SICOOB AMAZAîNIA;PJ;CNPJ;4357
31/05/2023;17502881;CECM EMPR CEMIG IND METAL E SERV PUB MUN;PJ;e-mail;3
31/05/2023;54037916;CC CREDICITRUS;PF;CPF;33793
31/01/2023;8055016;COOP CRESOL INTERACAO;PJ;Celular;100
31/08/2023;40654622;TRINUS SCD SA;PF;CPF;8
31/05/2023;73254757;COOP CRESOL QUILOMBO;PJ;Celular;91
28/02/2023;1559914;CCLA LESTE E NORDESTE MINEIRO;PJ;e-mail;446
31/01/2023;82527557;COOP SICREDI FRONTEIR PR/SC/SP;PJ;Celular;1541
31/01/2023;42887133;CCLA REG SUDESTE MG;PF;Celular;578
30/04/2023;33615055;CCLA ANAÅPOLIS E REGIAO;PF;Aleatoria;699
28/02/2023;5888589;COOP SUL;PF;CPF;4796
30/06/2023;3128973;COOP SICREDI PIAUAç;PJ;e-mail;1
31/05/2023;7502031;CCLA CENTRO OESTE LTDA;PF;CPF;1348
31/05/2023;13370835;DOCK IP SA;PJ;Celular;5724
31/05/2023;37442605;COOP SICREDI GRANDES RIOS;PF;Celular;59351
31/07/2023;5983995;COOP CRESOL COOPERAR;PF;CPF;2501
